site,name,dateTimeUTC,humidity (%),precipitation (mm),pressure (kPa),radiation (W/m2),temperature (oC),winddirection,windspeed (m/s)
TA00216,Makerere Synoptic,2019-02-12 14:00:00,59,0,87.32,176.75,29.2,SE,3.39
TA00216,Makerere Synoptic,2019-02-12 15:00:00,66,0,87.37,45.4,27.12,SE,2.84
TA00216,Makerere Synoptic,2019-02-12 16:00:00,75,0,87.43,1.18,25.04,SE,2.68
TA00216,Makerere Synoptic,2019-02-12 17:00:00,80,0,87.47,0,23.76,SE,2.13
TA00216,Makerere Synoptic,2019-02-12 18:00:00,84,0,87.53,0,22.99,SE,1.63
TA00216,Makerere Synoptic,2019-02-12 19:00:00,89,0,87.57,0,22.03,S,0.9
TA00216,Makerere Synoptic,2019-02-12 20:00:00,92,0,87.59,0,21.89,S,0.4
TA00216,Makerere Synoptic,2019-02-12 21:00:00,93,0.02,87.57,0,21.58,SW,0.46
TA00216,Makerere Synoptic,2019-02-12 22:00:00,93,0.02,87.53,0,21.71,E,0.87
TA00216,Makerere Synoptic,2019-02-12 23:00:00,92,0.02,87.49,0,21.29,NE,0.55
TA00216,Makerere Synoptic,2019-02-13 00:00:00,93,0.02,87.5,0,21.06,NE,0.44
TA00216,Makerere Synoptic,2019-02-13 01:00:00,94,0.03,87.54,0,20.57,S,0.86
TA00216,Makerere Synoptic,2019-02-13 02:00:00,96,0.02,87.63,0,20.1,S,1.04
TA00216,Makerere Synoptic,2019-02-13 03:00:00,97,0.03,87.71,0,19.91,S,0.9
TA00216,Makerere Synoptic,2019-02-13 04:00:00,96,0.02,87.75,14.07,19.99,SW,0.51
TA00216,Makerere Synoptic,2019-02-13 05:00:00,93,0.02,87.83,108.15,21.87,SW,0.56
TA00216,Makerere Synoptic,2019-02-13 06:00:00,72,0,87.89,309.6,26.27,S,0.82
TA00216,Makerere Synoptic,2019-02-13 07:00:00,55,0,87.86,509.77,29.36,SE,3.19
TA00216,Makerere Synoptic,2019-02-13 08:00:00,41,0,87.83,651.9,31.1,SE,3.49
TA00216,Makerere Synoptic,2019-02-13 09:00:00,37,0,87.74,722.85,32.24,SE,3.61
TA00216,Makerere Synoptic,2019-02-13 10:00:00,38,0,87.63,701.43,32.49,SE,3.61
TA00216,Makerere Synoptic,2019-02-13 11:00:00,40,0,87.53,675.77,32.17,SE,3.53
TA00216,Makerere Synoptic,2019-02-13 12:00:00,41,0,87.47,550.02,31.93,SE,4.08
TA00216,Makerere Synoptic,2019-02-13 13:00:00,41,0,87.44,398.05,31.23,SE,3.89
TA00216,Makerere Synoptic,2019-02-13 14:00:00,46,0,87.43,225.37,30.27,SE,3.98
TA00216,Makerere Synoptic,2019-02-13 15:00:00,59,0,87.44,54.73,27.97,SE,3.49
TA00216,Makerere Synoptic,2019-02-13 16:00:00,69,0,87.49,1.45,25.11,SE,2.64
TA00216,Makerere Synoptic,2019-02-13 17:00:00,74,0,87.54,0,24.01,SE,2.32
TA00216,Makerere Synoptic,2019-02-13 18:00:00,75,0,87.58,0,23.39,SE,1.78
TA00216,Makerere Synoptic,2019-02-13 19:00:00,77,0,87.63,0,22.91,SE,1.24
TA00216,Makerere Synoptic,2019-02-13 20:00:00,80,0,87.67,0,22.63,SE,1.1
TA00216,Makerere Synoptic,2019-02-13 21:00:00,80,0,87.68,0,22.7,SE,1.06
TA00216,Makerere Synoptic,2019-02-13 22:00:00,81,0,87.65,0,22.71,SE,1.18
TA00216,Makerere Synoptic,2019-02-13 23:00:00,79,0,87.66,0,22.39,E,1.07
TA00216,Makerere Synoptic,2019-02-14 00:00:00,75,0,87.68,0,21.73,SE,1.93
TA00216,Makerere Synoptic,2019-02-14 01:00:00,75,0,87.7,0,21.38,SE,2.16
TA00216,Makerere Synoptic,2019-02-14 02:00:00,76,0,87.75,0,20.72,SE,2.14
TA00216,Makerere Synoptic,2019-02-14 03:00:00,80,0,87.83,0,20.17,SE,1.85
TA00216,Makerere Synoptic,2019-02-14 04:00:00,82,0,87.9,20.5,21.29,SE,1.53
TA00216,Makerere Synoptic,2019-02-14 05:00:00,74,0,87.93,156.95,24.12,SE,2.67
TA00216,Makerere Synoptic,2019-02-14 06:00:00,53,0,88,342.8,28.07,SE,3.84
TA00216,Makerere Synoptic,2019-02-14 07:00:00,43,0,88,508.12,30.95,SE,4.04
TA00216,Makerere Synoptic,2019-02-14 08:00:00,36,0,87.95,651.83,32.04,SE,4.61
TA00216,Makerere Synoptic,2019-02-14 09:00:00,34,0,87.88,640.19,32.04,SE,4.62
TA00216,Makerere Synoptic,2019-02-14 10:00:00,36,0,87.77,744.09,32.14,SE,4.6
TA00216,Makerere Synoptic,2019-02-14 11:00:00,34,0,87.66,693.82,32.62,SE,4.39
TA00216,Makerere Synoptic,2019-02-14 12:00:00,33,0,87.58,441.53,32.68,SE,4.08
TA00216,Makerere Synoptic,2019-02-14 13:00:00,38,0,87.55,426.47,32.46,SE,4.33
TA00216,Makerere Synoptic,2019-02-14 14:00:00,37,0,87.54,238.97,32.57,SE,4.34
TA00216,Makerere Synoptic,2019-02-14 15:00:00,44,0,87.56,50.77,29.49,SE,3.96
TA00216,Makerere Synoptic,2019-02-14 16:00:00,52,0,87.58,1.32,26.35,SE,3.56
TA00216,Makerere Synoptic,2019-02-14 17:00:00,57,0,87.62,0,24.75,SE,3.35
TA00216,Makerere Synoptic,2019-02-14 18:00:00,66,0,87.67,0,23.7,SE,3.35
TA00216,Makerere Synoptic,2019-02-14 19:00:00,74,0,87.69,0,23.27,SE,2.91
TA00216,Makerere Synoptic,2019-02-14 20:00:00,78,0,87.72,0,23.21,SE,2.13
TA00216,Makerere Synoptic,2019-02-14 21:00:00,81,0,87.72,0,22.82,SE,1.52
TA00216,Makerere Synoptic,2019-02-14 22:00:00,81,0,87.72,0,22.53,SE,1.59
TA00216,Makerere Synoptic,2019-02-14 23:00:00,83,0,87.69,0,21.94,SE,1.47
TA00216,Makerere Synoptic,2019-02-15 00:00:00,84,0,87.65,0,21.88,SE,1.24
TA00216,Makerere Synoptic,2019-02-15 01:00:00,80,0,87.65,0,22.08,SE,0.84
TA00216,Makerere Synoptic,2019-02-15 02:00:00,77,0,87.7,0,21.82,SE,1.96
TA00216,Makerere Synoptic,2019-02-15 03:00:00,79,0,87.8,0,21.21,SE,1.95
TA00216,Makerere Synoptic,2019-02-15 04:00:00,84,0,87.89,21.9,20.57,SE,1.1
TA00216,Makerere Synoptic,2019-02-15 05:00:00,81,0,87.96,85.07,21.54,E,0.96
TA00216,Makerere Synoptic,2019-02-15 06:00:00,76,0,88.02,190.15,23.22,SE,2.07
TA00216,Makerere Synoptic,2019-02-15 07:00:00,69,0,88.03,307.12,25.36,SE,2.44
TA00216,Makerere Synoptic,2019-02-15 08:00:00,62,0,88,463.42,27.96,SE,3.07
TA00216,Makerere Synoptic,2019-02-15 09:00:00,53,0,87.89,453.38,29.98,SE,3.64
TA00216,Makerere Synoptic,2019-02-15 10:00:00,45,0,87.76,559.43,30.97,SE,3.53
TA00216,Makerere Synoptic,2019-02-15 11:00:00,44,0,87.65,596.12,31.2,SE,3.19
TA00216,Makerere Synoptic,2019-02-15 12:00:00,46,0.17,87.64,329.22,28.48,E,1.5
TA00216,Makerere Synoptic,2019-02-15 13:00:00,78,1.82,87.69,68.9,21.04,NE,1.2
TA00216,Makerere Synoptic,2019-02-15 14:00:00,77,0,87.63,91.85,22,N,0.66
TA00216,Makerere Synoptic,2019-02-15 15:00:00,70,0,87.64,44.65,22.98,NE,0.44
TA00216,Makerere Synoptic,2019-02-15 16:00:00,60,0,87.69,2.1,23.42,NE,1.22
TA00216,Makerere Synoptic,2019-02-15 17:00:00,60,0,87.7,0,22.84,NE,1.24
TA00216,Makerere Synoptic,2019-02-15 18:00:00,64,0,87.76,0,22.24,NE,1.48
TA00216,Makerere Synoptic,2019-02-15 19:00:00,66,0,87.82,0,22.59,NE,1.69
TA00216,Makerere Synoptic,2019-02-15 20:00:00,66,0,87.85,0,22.7,NE,1.27
TA00216,Makerere Synoptic,2019-02-15 21:00:00,67,0,87.85,0,22.23,SE,0.55
TA00216,Makerere Synoptic,2019-02-15 22:00:00,68,0,87.87,0,22.32,E,0.52
TA00216,Makerere Synoptic,2019-02-15 23:00:00,68,0,87.79,0,22.17,SE,0.33
TA00216,Makerere Synoptic,2019-02-16 00:00:00,70,0,87.73,0,21.93,E,0.48
TA00216,Makerere Synoptic,2019-02-16 01:00:00,73,0,87.74,0,21.46,NE,1.33
TA00216,Makerere Synoptic,2019-02-16 02:00:00,72,0,87.79,0,21.39,NE,0.63
TA00216,Makerere Synoptic,2019-02-16 03:00:00,72,0,87.86,0.05,21.05,E,0.47
TA00216,Makerere Synoptic,2019-02-16 04:00:00,75,0,87.91,36.37,20.67,NE,0.32
TA00216,Makerere Synoptic,2019-02-16 05:00:00,71,0,87.97,171.57,22.31,E,0.72
TA00216,Makerere Synoptic,2019-02-16 06:00:00,65,0,88.01,479.43,24.25,NE,0.96
TA00216,Makerere Synoptic,2019-02-16 07:00:00,61,0,88.05,705.05,25.72,E,0.94
TA00216,Makerere Synoptic,2019-02-16 08:00:00,56,0,88.03,655.48,26.59,E,0.89
TA00216,Makerere Synoptic,2019-02-16 09:00:00,53,0,87.95,783.4,27.41,NE,0.84
TA00216,Makerere Synoptic,2019-02-16 10:00:00,49,0,87.82,579.32,28.06,E,0.73
TA00216,Makerere Synoptic,2019-02-16 11:00:00,51,0,87.69,697.4,28.79,S,1.13
TA00216,Makerere Synoptic,2019-02-16 12:00:00,54,0,87.61,736.55,28.62,S,1.22
TA00216,Makerere Synoptic,2019-02-16 13:00:00,51,0,87.55,537.4,28.88,S,0.87
TA00216,Makerere Synoptic,2019-02-16 14:00:00,50,0,87.54,308.12,28.44,S,0.78
TA00216,Makerere Synoptic,2019-02-16 15:00:00,52,0,87.57,61.98,27.22,S,0.58
TA00216,Makerere Synoptic,2019-02-16 16:00:00,56,0,87.66,1.05,26.01,S,0.53
TA00216,Makerere Synoptic,2019-02-16 17:00:00,67,0,87.71,0,24.95,W,0.38
TA00216,Makerere Synoptic,2019-02-16 18:00:00,71,0,87.77,0,24.52,S,0.35
TA00216,Makerere Synoptic,2019-02-16 19:00:00,74,0,87.82,0,23.86,N,0.22
TA00216,Makerere Synoptic,2019-02-16 20:00:00,79,0,87.86,0,23.14,N,0.26
TA00216,Makerere Synoptic,2019-02-16 21:00:00,82,0,87.86,0,22.69,NE,0.29
TA00216,Makerere Synoptic,2019-02-16 22:00:00,83,0,87.83,0,22.66,NE,0.98
TA00216,Makerere Synoptic,2019-02-16 23:00:00,83,0,87.76,0,22.56,NE,0.48
TA00216,Makerere Synoptic,2019-02-17 00:00:00,83,0,87.73,0,22.41,E,0.25
TA00216,Makerere Synoptic,2019-02-17 01:00:00,83,0,87.7,0,22.5,N,0.48
TA00216,Makerere Synoptic,2019-02-17 02:00:00,82,0,87.73,0,22.33,NE,0.61
TA00216,Makerere Synoptic,2019-02-17 03:00:00,83,0,87.78,0.02,21.83,NE,0.34
TA00216,Makerere Synoptic,2019-02-17 04:00:00,82,0,87.84,39.07,22.06,N,0.59
TA00216,Makerere Synoptic,2019-02-17 05:00:00,80,0,87.91,180.97,23.22,NE,1.3
TA00216,Makerere Synoptic,2019-02-17 06:00:00,71,0,87.93,358.45,24.85,E,1.12
TA00216,Makerere Synoptic,2019-02-17 07:00:00,65,0.31,87.92,314.67,25.36,E,1.34
TA00216,Makerere Synoptic,2019-02-17 08:00:00,75,0.37,87.94,65.15,22.96,NW,0.64
TA00216,Makerere Synoptic,2019-02-17 09:00:00,91,0.68,87.98,90.38,19.72,SE,0.77
TA00216,Makerere Synoptic,2019-02-17 10:00:00,90,0.09,87.85,322.72,20.88,SW,0.66
TA00216,Makerere Synoptic,2019-02-17 11:00:00,69,0.02,87.7,680.08,24.78,S,0.63
TA00216,Makerere Synoptic,2019-02-17 12:00:00,55,0,87.57,700.23,27.08,NE,0.89
TA00216,Makerere Synoptic,2019-02-17 13:00:00,50,0,87.51,582.95,28.04,S,0.72
TA00216,Makerere Synoptic,2019-02-17 14:00:00,55,0,87.49,302.73,27.48,NE,0.7
TA00216,Makerere Synoptic,2019-02-17 15:00:00,62,0,87.55,56.22,25.75,E,0.57
TA00216,Makerere Synoptic,2019-02-17 16:00:00,71,0,87.61,1.05,24.45,S,0.39
TA00216,Makerere Synoptic,2019-02-17 17:00:00,75,0,87.62,0,23.53,SE,0.39
TA00216,Makerere Synoptic,2019-02-17 18:00:00,75,0,87.66,0,23.18,S,0.42
TA00216,Makerere Synoptic,2019-02-17 19:00:00,77,0,87.73,0,22.47,SE,0.42
TA00216,Makerere Synoptic,2019-02-17 20:00:00,82,0,87.75,0,21.91,N,0.45
TA00216,Makerere Synoptic,2019-02-17 21:00:00,82,0,87.73,0,21.74,E,0.42
TA00216,Makerere Synoptic,2019-02-17 22:00:00,79,0,87.72,0,21.68,E,0.28
TA00216,Makerere Synoptic,2019-02-17 23:00:00,80,0,87.72,0,21.38,SE,0.2
TA00216,Makerere Synoptic,2019-02-18 00:00:00,79,0,87.7,0,21.5,E,0.91
TA00216,Makerere Synoptic,2019-02-18 01:00:00,81,0,87.68,0,21.29,E,0.86
TA00216,Makerere Synoptic,2019-02-18 02:00:00,84,0,87.69,0,20.52,N,0.5
TA00216,Makerere Synoptic,2019-02-18 03:00:00,85,0,87.75,0,20.16,S,0.51
TA00216,Makerere Synoptic,2019-02-18 04:00:00,84,0,87.8,10.45,20.31,NE,0.36
TA00216,Makerere Synoptic,2019-02-18 05:00:00,82,0,87.85,74.55,20.79,E,0.63
TA00216,Makerere Synoptic,2019-02-18 06:00:00,78,0,87.91,302.1,22.06,NE,0.81
TA00216,Makerere Synoptic,2019-02-18 07:00:00,64,0,87.89,704.72,25.16,E,1.08
TA00216,Makerere Synoptic,2019-02-18 08:00:00,56,0,87.87,832.13,26.77,E,1.51
TA00216,Makerere Synoptic,2019-02-18 09:00:00,50,0,87.81,610.42,27.35,E,1.46
TA00216,Makerere Synoptic,2019-02-18 10:00:00,48,0,87.69,299.95,27.33,NE,1.28
TA00216,Makerere Synoptic,2019-02-18 11:00:00,65,0.44,87.62,40.03,24.39,SE,0.69
TA00216,Makerere Synoptic,2019-02-18 12:00:00,71,0.02,87.48,352.42,23.17,SE,0.66
TA00216,Makerere Synoptic,2019-02-18 13:00:00,49,0,87.39,520.55,27.62,E,0.76
TA00216,Makerere Synoptic,2019-02-18 14:00:00,42,0,87.4,239.92,28.42,E,0.57
TA00216,Makerere Synoptic,2019-02-18 15:00:00,50,0,87.44,27.57,26.05,NE,0.88
TA00216,Makerere Synoptic,2019-02-18 16:00:00,53,0,87.42,0.48,24.98,NE,0.74
TA00216,Makerere Synoptic,2019-02-18 17:00:00,53,0,87.5,0,24.42,NW,0.41
TA00216,Makerere Synoptic,2019-02-18 18:00:00,64,0,87.54,0,23.16,NW,0.38
TA00216,Makerere Synoptic,2019-02-18 19:00:00,66,0,87.58,0,22.63,NW,0.34
TA00216,Makerere Synoptic,2019-02-18 20:00:00,73,0,87.63,0,21.86,W,0.3
TA00216,Makerere Synoptic,2019-02-18 21:00:00,74,0,87.62,0,22.04,SW,0.39
TA00216,Makerere Synoptic,2019-02-18 22:00:00,72,0,87.58,0,21.65,N,0.22
TA00216,Makerere Synoptic,2019-02-18 23:00:00,72,0,87.56,0,21.24,NE,0.48
TA00216,Makerere Synoptic,2019-02-19 00:00:00,72,0,87.57,0,21.08,E,0.76
TA00216,Makerere Synoptic,2019-02-19 01:00:00,71,0,87.57,0,20.83,E,0.67
TA00216,Makerere Synoptic,2019-02-19 02:00:00,70,0,87.57,0,20.67,N,0.39
TA00216,Makerere Synoptic,2019-02-19 03:00:00,71,0,87.56,0,20.65,NE,1.29
TA00216,Makerere Synoptic,2019-02-19 04:00:00,75,0,87.62,18,20.3,NE,1.04
TA00216,Makerere Synoptic,2019-02-19 05:00:00,77,0,87.74,68.72,20.19,NE,0.56
TA00216,Makerere Synoptic,2019-02-19 06:00:00,72,0,87.82,164.15,21.17,NE,0.86
TA00216,Makerere Synoptic,2019-02-19 07:00:00,69,0,87.83,397.2,22.49,NE,1.07
TA00216,Makerere Synoptic,2019-02-19 08:00:00,53,0,87.82,703.75,25.67,E,1.15
TA00216,Makerere Synoptic,2019-02-19 09:00:00,43,0,87.72,766.98,27.41,E,1.34
TA00216,Makerere Synoptic,2019-02-19 10:00:00,41,0,87.62,879.87,28.48,E,1.55
TA00216,Makerere Synoptic,2019-02-19 11:00:00,37,0,87.5,771.85,29.53,E,1.1
TA00216,Makerere Synoptic,2019-02-19 12:00:00,33,0,87.41,692.47,30.9,SE,0.91
TA00216,Makerere Synoptic,2019-02-19 13:00:00,32,0,87.33,477.88,30.97,E,0.96
TA00216,Makerere Synoptic,2019-02-19 14:00:00,40,0,87.3,252.88,29.86,SE,0.78
TA00216,Makerere Synoptic,2019-02-19 15:00:00,51,0,87.33,38.67,27.03,SW,0.54
TA00216,Makerere Synoptic,2019-02-19 16:00:00,58,0,87.4,0.95,25.07,SW,0.4
TA00216,Makerere Synoptic,2019-02-19 17:00:00,65,0,87.43,0,24.14,W,0.4
TA00216,Makerere Synoptic,2019-02-19 18:00:00,74,0,87.49,0,23.42,W,0.34
TA00216,Makerere Synoptic,2019-02-19 19:00:00,79,0,87.58,0,23.33,SW,0.44
TA00216,Makerere Synoptic,2019-02-19 20:00:00,80,0,87.61,0,23.39,SW,0.41
TA00216,Makerere Synoptic,2019-02-19 21:00:00,80,0,87.65,0,23.38,E,0.47
TA00216,Makerere Synoptic,2019-02-19 22:00:00,78,0,87.64,0,23.81,SE,0.42
TA00216,Makerere Synoptic,2019-02-19 23:00:00,80,0,87.6,0,23.39,S,0.34
TA00216,Makerere Synoptic,2019-02-20 00:00:00,81,0,87.56,0,23.41,S,0.43
TA00216,Makerere Synoptic,2019-02-20 01:00:00,82,0,87.57,0,23.21,E,0.27
TA00216,Makerere Synoptic,2019-02-20 02:00:00,84,0,87.58,0,22.64,E,0.37
TA00216,Makerere Synoptic,2019-02-20 03:00:00,83,0,87.63,0,22.75,SE,0.88
TA00216,Makerere Synoptic,2019-02-20 04:00:00,75,0,87.68,9.43,20.86,S,1.25
TA00216,Makerere Synoptic,2019-02-20 05:00:00,70,0,87.72,82.7,21.78,W,0.47
TA00216,Makerere Synoptic,2019-02-20 06:00:00,64,0,87.8,204.42,22.95,NE,0.35
TA00216,Makerere Synoptic,2019-02-20 07:00:00,55,0,87.8,608.95,26,SE,0.6
TA00216,Makerere Synoptic,2019-02-20 08:00:00,44,0,87.78,666.68,28.46,SE,0.75
TA00216,Makerere Synoptic,2019-02-20 09:00:00,47,0,87.75,623.87,28.54,S,0.99
TA00216,Makerere Synoptic,2019-02-20 10:00:00,50,0,87.67,704.12,28.12,S,1.06
TA00216,Makerere Synoptic,2019-02-20 11:00:00,53,0,87.58,725.13,28.43,S,1.22
TA00216,Makerere Synoptic,2019-02-20 12:00:00,52,0,87.49,650.05,28.03,S,1.15
TA00216,Makerere Synoptic,2019-02-20 13:00:00,53,0,87.41,549.67,28.4,S,1.14
TA00216,Makerere Synoptic,2019-02-20 14:00:00,56,0,87.42,304.87,27.65,S,0.98
TA00216,Makerere Synoptic,2019-02-20 15:00:00,59,0,87.47,63.88,26.4,SE,0.58
TA00216,Makerere Synoptic,2019-02-20 16:00:00,64,0,87.56,2.03,24.99,SW,0.5
TA00216,Makerere Synoptic,2019-02-20 17:00:00,73,0,87.58,0,23.97,S,0.53
TA00216,Makerere Synoptic,2019-02-20 18:00:00,79,0,87.66,0,23.51,S,0.48
TA00216,Makerere Synoptic,2019-02-20 19:00:00,79,0,87.71,0,23.32,W,0.41
TA00216,Makerere Synoptic,2019-02-20 20:00:00,80,0,87.73,0,23.17,SW,0.49
TA00216,Makerere Synoptic,2019-02-20 21:00:00,81,0,87.68,0,23.22,S,0.44
TA00216,Makerere Synoptic,2019-02-20 22:00:00,82,0,87.65,0,23.31,SE,0.38
TA00216,Makerere Synoptic,2019-02-20 23:00:00,84,0,87.67,0,22.76,E,0.72
TA00216,Makerere Synoptic,2019-02-21 00:00:00,86,0,87.64,0,22.18,NE,0.83
TA00216,Makerere Synoptic,2019-02-21 01:00:00,92,1.77,87.75,0,19.25,S,0.95
TA00216,Makerere Synoptic,2019-02-21 02:00:00,96,0.99,87.79,0,18.89,NE,0.4
TA00216,Makerere Synoptic,2019-02-21 03:00:00,97,0.07,87.83,0.03,19.03,N,0.6
TA00216,Makerere Synoptic,2019-02-21 04:00:00,97,0.02,87.78,9.47,19.13,NE,0.75
TA00216,Makerere Synoptic,2019-02-21 05:00:00,96,0,87.85,96.57,19.4,S,0.51
TA00216,Makerere Synoptic,2019-02-21 06:00:00,90,0,87.9,343.23,21.06,W,0.65
TA00216,Makerere Synoptic,2019-02-21 07:00:00,79,0,87.93,545.58,23.24,NE,0.83
TA00216,Makerere Synoptic,2019-02-21 08:00:00,68,0,87.88,547.62,24.93,SE,0.82
TA00216,Makerere Synoptic,2019-02-21 09:00:00,59,0,87.82,852.65,26.95,E,0.85
TA00216,Makerere Synoptic,2019-02-21 10:00:00,54,0,87.73,656.12,27.78,S,0.81
TA00216,Makerere Synoptic,2019-02-21 11:00:00,56,0,87.64,758.3,27.64,W,1.07
TA00216,Makerere Synoptic,2019-02-21 12:00:00,52,0,87.54,751.92,28.4,SE,1.09
TA00216,Makerere Synoptic,2019-02-21 13:00:00,56,0,87.48,457.3,27.5,S,0.99
TA00216,Makerere Synoptic,2019-02-21 14:00:00,60,0,87.45,329.08,26.87,N,0.84
TA00216,Makerere Synoptic,2019-02-21 15:00:00,64,0,87.5,87.77,25.62,SE,0.65
TA00216,Makerere Synoptic,2019-02-21 16:00:00,73,0,87.55,0.93,24.06,SW,0.54
TA00216,Makerere Synoptic,2019-02-21 17:00:00,78,0,87.59,0,23.07,NE,0.5
TA00216,Makerere Synoptic,2019-02-21 18:00:00,81,0,87.63,0,22.5,E,0.75
TA00216,Makerere Synoptic,2019-02-21 19:00:00,83,0,87.67,0,22.16,E,0.72
TA00216,Makerere Synoptic,2019-02-21 20:00:00,83,0,87.71,0,22.1,SE,0.71
TA00216,Makerere Synoptic,2019-02-21 21:00:00,84,0.82,87.75,0,21.89,NE,0.56
TA00216,Makerere Synoptic,2019-02-21 22:00:00,92,8.66,87.84,0,19.51,SE,1.27
TA00216,Makerere Synoptic,2019-02-21 23:00:00,99,8.51,87.86,0,17.22,SE,0.92
TA00216,Makerere Synoptic,2019-02-22 00:00:00,100,4.03,87.83,0,17.51,N,0.44
TA00216,Makerere Synoptic,2019-02-22 01:00:00,100,3.86,87.8,0,17.49,E,1.26
TA00216,Makerere Synoptic,2019-02-22 02:00:00,100,1.45,87.73,0,17.32,E,1.25
TA00216,Makerere Synoptic,2019-02-22 03:00:00,100,0.02,87.71,0,17.14,NE,1.45
TA00216,Makerere Synoptic,2019-02-22 04:00:00,100,0,87.77,16.02,17.13,NE,0.77
TA00216,Makerere Synoptic,2019-02-22 05:00:00,100,0,87.87,183.33,16.94,SE,0.62
TA00216,Makerere Synoptic,2019-02-22 06:00:00,99,0,87.93,400.95,17.48,NE,0.95
TA00216,Makerere Synoptic,2019-02-22 07:00:00,88,0,87.94,457.1,21.13,E,1.4
TA00216,Makerere Synoptic,2019-02-22 08:00:00,75,0,87.92,525.53,22.54,E,0.96
TA00216,Makerere Synoptic,2019-02-22 09:00:00,63,0,87.86,683.7,24.65,E,0.91
TA00216,Makerere Synoptic,2019-02-22 10:00:00,55,0,87.78,986.73,26.27,NE,0.89
TA00216,Makerere Synoptic,2019-02-22 11:00:00,53,0,87.69,572.87,26.66,E,1.06
TA00216,Makerere Synoptic,2019-02-22 12:00:00,51,0,87.59,520.22,27.13,NE,1.01
TA00216,Makerere Synoptic,2019-02-22 13:00:00,47,0,87.51,619.65,28.16,E,1.09
TA00216,Makerere Synoptic,2019-02-22 14:00:00,46,0,87.48,336.53,28.12,E,0.91
TA00216,Makerere Synoptic,2019-02-22 15:00:00,48,0,87.48,77.9,26.89,E,0.82
TA00216,Makerere Synoptic,2019-02-22 16:00:00,62,0,87.53,1.23,24.64,SE,0.44
